COUNTRY,Country,WEEK,GENDER,Gender,Age,VARIABLE,Variable,YEAR,Year,Value
AUT,Austria,45,MALE,Males,0 to 44,EXCESSPC,Excess deaths (% change from average),2021,2021,18.6
NOR,Norway,50,TOTAL,Total,Total,EXCESSPC,Excess deaths (% change from average),2020,2020,2.1
NOR,Norway,50,TOTAL,Total,Total,EXCESSPC,Excess deaths (% change from average),2021,2021,18.7
GRC,Greece,5,MALE,Males,0 to 44,EXCESSPC,Excess deaths (% change from average),2020,2020,-3.5
GRC,Greece,5,MALE,Males,0 to 44,EXCESSPC,Excess deaths (% change from average),2021,2021,-10.9
GRC,Greece,5,MALE,Males,0 to 44,EXCESSPC,Excess deaths (% change from average),2022,2022,-8.4
ESP,Spain,22,MALE,Males,45 to 64,EXCESSPC,Excess deaths (% change from average),2020,2020,8.6
ESP,Spain,22,MALE,Males,45 to 64,EXCESSPC,Excess deaths (% change from average),2021,2021,-100
LVA,Latvia,30,MALE,Males,0 to 44,EXCESSPC,Excess deaths (% change from average),2020,2020,-7.6
LVA,Latvia,30,MALE,Males,0 to 44,EXCESSPC,Excess deaths (% change from average),2021,2021,-16
ITA,Italy,27,FEMALE,Females,Total,EXCESSPC,Excess deaths (% change from average),2020,2020,9.6
ITA,Italy,27,FEMALE,Females,Total,EXCESSPC,Excess deaths (% change from average),2021,2021,3.6
DEU,Germany,11,TOTAL,Total,45 to 64,EXCESSPC,Excess deaths (% change from average),2020,2020,-4.7
DEU,Germany,11,TOTAL,Total,45 to 64,EXCESSPC,Excess deaths (% change from average),2021,2021,-11.4
DEU,Germany,11,TOTAL,Total,45 to 64,EXCESSPC,Excess deaths (% change from average),2022,2022,-7.7
CHL,Chile,20,FEMALE,Females,Total,EXCESSPC,Excess deaths (% change from average),2020,2020,20.8
CHL,Chile,20,FEMALE,Females,Total,EXCESSPC,Excess deaths (% change from average),2021,2021,43.6
CHL,Chile,20,FEMALE,Females,Total,EXCESSPC,Excess deaths (% change from average),2022,2022,24
LUX,Luxembourg,48,TOTAL,Total,Total,EXCESSPC,Excess deaths (% change from average),2020,2020,80.6
LUX,Luxembourg,48,TOTAL,Total,Total,EXCESSPC,Excess deaths (% change from average),2021,2021,41.5
NOR,Norway,50,FEMALE,Females,45 to 64,EXCESSPC,Excess deaths (% change from average),2020,2020,-20.1
NOR,Norway,50,FEMALE,Females,45 to 64,EXCESSPC,Excess deaths (% change from average),2021,2021,9.5
EST,Estonia,42,TOTAL,Total,65 and over,EXCESSPC,Excess deaths (% change from average),2020,2020,10.7
EST,Estonia,42,TOTAL,Total,65 and over,EXCESSPC,Excess deaths (% change from average),2021,2021,26.1
FIN,Finland,52,TOTAL,Total,45 to 64,EXCESSPC,Excess deaths (% change from average),2020,2020,-1.8
FIN,Finland,52,TOTAL,Total,45 to 64,EXCESSPC,Excess deaths (% change from average),2021,2021,-1
ISL,Iceland,6,MALE,Males,45 to 64,EXCESSPC,Excess deaths (% change from average),2020,2020,25
ISL,Iceland,6,MALE,Males,45 to 64,EXCESSPC,Excess deaths (% change from average),2021,2021,25
ISL,Iceland,6,MALE,Males,45 to 64,EXCESSPC,Excess deaths (% change from average),2022,2022,25
ISL,Iceland,29,MALE,Males,45 to 64,EXCESSPC,Excess deaths (% change from average),2020,2020,53.8
ISL,Iceland,29,MALE,Males,45 to 64,EXCESSPC,Excess deaths (% change from average),2021,2021,-61.5
LUX,Luxembourg,12,FEMALE,Females,65 and over,EXCESSPC,Excess deaths (% change from average),2020,2020,16.2
LUX,Luxembourg,12,FEMALE,Females,65 and over,EXCESSPC,Excess deaths (% change from average),2021,2021,-8.1
LUX,Luxembourg,12,FEMALE,Females,65 and over,EXCESSPC,Excess deaths (% change from average),2022,2022,-8.1
BEL,Belgium,51,MALE,Males,0 to 44,EXCESSPC,Excess deaths (% change from average),2020,2020,-14.4
BEL,Belgium,51,MALE,Males,0 to 44,EXCESSPC,Excess deaths (% change from average),2021,2021,-17.1
LUX,Luxembourg,27,MALE,Males,65 and over,EXCESSPC,Excess deaths (% change from average),2020,2020,-6.7
LUX,Luxembourg,27,MALE,Males,65 and over,EXCESSPC,Excess deaths (% change from average),2021,2021,15.7
LUX,Luxembourg,4,MALE,Males,65 and over,EXCESSPC,Excess deaths (% change from average),2020,2020,18.6
LUX,Luxembourg,4,MALE,Males,65 and over,EXCESSPC,Excess deaths (% change from average),2021,2021,10.2
LUX,Luxembourg,4,MALE,Males,65 and over,EXCESSPC,Excess deaths (% change from average),2022,2022,24.3
LUX,Luxembourg,46,MALE,Males,45 to 64,EXCESSPC,Excess deaths (% change from average),2020,2020,-3.2
LUX,Luxembourg,46,MALE,Males,45 to 64,EXCESSPC,Excess deaths (% change from average),2021,2021,29
LUX,Luxembourg,8,MALE,Males,0 to 44,EXCESSPC,Excess deaths (% change from average),2020,2020,-66.7
LUX,Luxembourg,8,MALE,Males,0 to 44,EXCESSPC,Excess deaths (% change from average),2021,2021,0
LUX,Luxembourg,8,MALE,Males,0 to 44,EXCESSPC,Excess deaths (% change from average),2022,2022,-33.3
BEL,Belgium,47,MALE,Males,65 and over,EXCESSPC,Excess deaths (% change from average),2020,2020,62.8
BEL,Belgium,47,MALE,Males,65 and over,EXCESSPC,Excess deaths (% change from average),2021,2021,30.4
ESP,Spain,21,TOTAL,Total,65 and over,EXCESSPC,Excess deaths (% change from average),2020,2020,2.5
ESP,Spain,21,TOTAL,Total,65 and over,EXCESSPC,Excess deaths (% change from average),2021,2021,-100
PRT,Portugal,17,MALE,Males,Total,EXCESSPC,Excess deaths (% change from average),2020,2020,9.7
PRT,Portugal,17,MALE,Males,Total,EXCESSPC,Excess deaths (% change from average),2021,2021,-5.3
PRT,Portugal,17,MALE,Males,Total,EXCESSPC,Excess deaths (% change from average),2022,2022,10.9
AUT,Austria,42,MALE,Males,0 to 44,EXCESSPC,Excess deaths (% change from average),2020,2020,38.4
AUT,Austria,42,MALE,Males,0 to 44,EXCESSPC,Excess deaths (% change from average),2021,2021,38.4
SVN,Slovenia,33,MALE,Males,0 to 44,EXCESSPC,Excess deaths (% change from average),2020,2020,-37.5
SVN,Slovenia,33,MALE,Males,0 to 44,EXCESSPC,Excess deaths (% change from average),2021,2021,12.5
CAN,Canada,33,MALE,Males,Total,EXCESSPC,Excess deaths (% change from average),2020,2020,15.1
CAN,Canada,33,MALE,Males,Total,EXCESSPC,Excess deaths (% change from average),2021,2021,15.9
HUN,Hungary,4,MALE,Males,Total,EXCESSPC,Excess deaths (% change from average),2020,2020,-10.6
HUN,Hungary,4,MALE,Males,Total,EXCESSPC,Excess deaths (% change from average),2021,2021,-5.9
HUN,Hungary,4,MALE,Males,Total,EXCESSPC,Excess deaths (% change from average),2022,2022,0.9
DNK,Denmark,27,TOTAL,Total,Total,EXCESSPC,Excess deaths (% change from average),2020,2020,5.7
DNK,Denmark,27,TOTAL,Total,Total,EXCESSPC,Excess deaths (% change from average),2021,2021,1.4
LVA,Latvia,34,FEMALE,Females,Total,EXCESSPC,Excess deaths (% change from average),2020,2020,13.5
LVA,Latvia,34,FEMALE,Females,Total,EXCESSPC,Excess deaths (% change from average),2021,2021,3.2
CHE,Switzerland,34,FEMALE,Females,45 to 64,EXCESSPC,Excess deaths (% change from average),2020,2020,-4.9
CHE,Switzerland,34,FEMALE,Females,45 to 64,EXCESSPC,Excess deaths (% change from average),2021,2021,5.3
SVN,Slovenia,9,TOTAL,Total,45 to 64,EXCESSPC,Excess deaths (% change from average),2020,2020,-36.2
SVN,Slovenia,9,TOTAL,Total,45 to 64,EXCESSPC,Excess deaths (% change from average),2021,2021,-6.5
SVN,Slovenia,9,TOTAL,Total,45 to 64,EXCESSPC,Excess deaths (% change from average),2022,2022,-13.9
HUN,Hungary,51,TOTAL,Total,65 and over,EXCESSPC,Excess deaths (% change from average),2020,2020,51.2
HUN,Hungary,51,TOTAL,Total,65 and over,EXCESSPC,Excess deaths (% change from average),2021,2021,34.9
HUN,Hungary,2,FEMALE,Females,0 to 44,EXCESSPC,Excess deaths (% change from average),2020,2020,-6.8
HUN,Hungary,2,FEMALE,Females,0 to 44,EXCESSPC,Excess deaths (% change from average),2021,2021,-28
HUN,Hungary,2,FEMALE,Females,0 to 44,EXCESSPC,Excess deaths (% change from average),2022,2022,-2.5
ESP,Spain,1,FEMALE,Females,45 to 64,EXCESSPC,Excess deaths (% change from average),2020,2020,-6
ESP,Spain,1,FEMALE,Females,45 to 64,EXCESSPC,Excess deaths (% change from average),2021,2021,-100
ESP,Spain,1,FEMALE,Females,45 to 64,EXCESSPC,Excess deaths (% change from average),2022,2022,10.8
BEL,Belgium,24,TOTAL,Total,45 to 64,EXCESSPC,Excess deaths (% change from average),2020,2020,-1.7
BEL,Belgium,24,TOTAL,Total,45 to 64,EXCESSPC,Excess deaths (% change from average),2021,2021,5.1
FIN,Finland,29,TOTAL,Total,45 to 64,EXCESSPC,Excess deaths (% change from average),2020,2020,-4.6
FIN,Finland,29,TOTAL,Total,45 to 64,EXCESSPC,Excess deaths (% change from average),2021,2021,-0.5
LTU,Lithuania,10,TOTAL,Total,45 to 64,EXCESSPC,Excess deaths (% change from average),2020,2020,-7.6
LTU,Lithuania,10,TOTAL,Total,45 to 64,EXCESSPC,Excess deaths (% change from average),2021,2021,16.5
LTU,Lithuania,10,TOTAL,Total,45 to 64,EXCESSPC,Excess deaths (% change from average),2022,2022,-0.6
CHL,Chile,15,TOTAL,Total,45 to 64,EXCESSPC,Excess deaths (% change from average),2020,2020,4.6
CHL,Chile,15,TOTAL,Total,45 to 64,EXCESSPC,Excess deaths (% change from average),2021,2021,67
CHL,Chile,15,TOTAL,Total,45 to 64,EXCESSPC,Excess deaths (% change from average),2022,2022,9.8
AUT,Austria,18,TOTAL,Total,45 to 64,EXCESSPC,Excess deaths (% change from average),2020,2020,8.9
AUT,Austria,18,TOTAL,Total,45 to 64,EXCESSPC,Excess deaths (% change from average),2021,2021,17.5
AUT,Austria,18,TOTAL,Total,45 to 64,EXCESSPC,Excess deaths (% change from average),2022,2022,6.7
GBR,United Kingdom,49,TOTAL,Total,Total,EXCESSPC,Excess deaths (% change from average),2020,2020,15
GBR,United Kingdom,49,TOTAL,Total,Total,EXCESSPC,Excess deaths (% change from average),2021,2021,12.1
BEL,Belgium,50,MALE,Males,Total,EXCESSPC,Excess deaths (% change from average),2020,2020,30.2
BEL,Belgium,50,MALE,Males,Total,EXCESSPC,Excess deaths (% change from average),2021,2021,21.1
LVA,Latvia,32,TOTAL,Total,0 to 44,EXCESSPC,Excess deaths (% change from average),2020,2020,-21.4
LVA,Latvia,32,TOTAL,Total,0 to 44,EXCESSPC,Excess deaths (% change from average),2021,2021,-24.5
LUX,Luxembourg,31,FEMALE,Females,45 to 64,EXCESSPC,Excess deaths (% change from average),2020,2020,-33.3
LUX,Luxembourg,31,FEMALE,Females,45 to 64,EXCESSPC,Excess deaths (% change from average),2021,2021,-83.3
HUN,Hungary,31,FEMALE,Females,45 to 64,EXCESSPC,Excess deaths (% change from average),2020,2020,19.7
HUN,Hungary,31,FEMALE,Females,45 to 64,EXCESSPC,Excess deaths (% change from average),2021,2021,-16.7
AUT,Austria,46,FEMALE,Females,65 and over,EXCESSPC,Excess deaths (% change from average),2020,2020,45.9
AUT,Austria,46,FEMALE,Females,65 and over,EXCESSPC,Excess deaths (% change from average),2021,2021,30.6
ITA,Italy,45,TOTAL,Total,0 to 44,EXCESSPC,Excess deaths (% change from average),2020,2020,0.6
ITA,Italy,45,TOTAL,Total,0 to 44,EXCESSPC,Excess deaths (% change from average),2021,2021,-9.3
HUN,Hungary,8,FEMALE,Females,45 to 64,EXCESSPC,Excess deaths (% change from average),2020,2020,-28.8
HUN,Hungary,8,FEMALE,Females,45 to 64,EXCESSPC,Excess deaths (% change from average),2021,2021,-7.1
HUN,Hungary,8,FEMALE,Females,45 to 64,EXCESSPC,Excess deaths (% change from average),2022,2022,-17.4
FRA,France,12,TOTAL,Total,Total,EXCESSPC,Excess deaths (% change from average),2020,2020,18.4
FRA,France,12,TOTAL,Total,Total,EXCESSPC,Excess deaths (% change from average),2021,2021,9.2
FRA,France,12,TOTAL,Total,Total,EXCESSPC,Excess deaths (% change from average),2022,2022,5.8
HUN,Hungary,23,MALE,Males,45 to 64,EXCESSPC,Excess deaths (% change from average),2020,2020,4.3
HUN,Hungary,23,MALE,Males,45 to 64,EXCESSPC,Excess deaths (% change from average),2021,2021,-9.7
FIN,Finland,5,MALE,Males,45 to 64,EXCESSPC,Excess deaths (% change from average),2020,2020,-3.6
FIN,Finland,5,MALE,Males,45 to 64,EXCESSPC,Excess deaths (% change from average),2021,2021,-13.8
FIN,Finland,5,MALE,Males,45 to 64,EXCESSPC,Excess deaths (% change from average),2022,2022,-2.5
LTU,Lithuania,36,TOTAL,Total,45 to 64,EXCESSPC,Excess deaths (% change from average),2020,2020,3.5
LTU,Lithuania,36,TOTAL,Total,45 to 64,EXCESSPC,Excess deaths (% change from average),2021,2021,22.7
ISL,Iceland,14,FEMALE,Females,45 to 64,EXCESSPC,Excess deaths (% change from average),2020,2020,-100
ISL,Iceland,14,FEMALE,Females,45 to 64,EXCESSPC,Excess deaths (% change from average),2021,2021,-58.3
ISL,Iceland,14,FEMALE,Females,45 to 64,EXCESSPC,Excess deaths (% change from average),2022,2022,25
BEL,Belgium,25,MALE,Males,0 to 44,EXCESSPC,Excess deaths (% change from average),2020,2020,-11.5
BEL,Belgium,25,MALE,Males,0 to 44,EXCESSPC,Excess deaths (% change from average),2021,2021,6.8
SVN,Slovenia,52,MALE,Males,65 and over,EXCESSPC,Excess deaths (% change from average),2020,2020,78.3
SVN,Slovenia,52,MALE,Males,65 and over,EXCESSPC,Excess deaths (% change from average),2021,2021,29.1
EST,Estonia,16,FEMALE,Females,0 to 44,EXCESSPC,Excess deaths (% change from average),2020,2020,66.7
EST,Estonia,16,FEMALE,Females,0 to 44,EXCESSPC,Excess deaths (% change from average),2021,2021,66.7
EST,Estonia,16,FEMALE,Females,0 to 44,EXCESSPC,Excess deaths (% change from average),2022,2022,233.3
GRC,Greece,45,TOTAL,Total,Total,EXCESSPC,Excess deaths (% change from average),2020,2020,10.4
GRC,Greece,45,TOTAL,Total,Total,EXCESSPC,Excess deaths (% change from average),2021,2021,23.7
BEL,Belgium,1,TOTAL,Total,45 to 64,EXCESSPC,Excess deaths (% change from average),2020,2020,-4.1
BEL,Belgium,1,TOTAL,Total,45 to 64,EXCESSPC,Excess deaths (% change from average),2021,2021,-8.4
BEL,Belgium,1,TOTAL,Total,45 to 64,EXCESSPC,Excess deaths (% change from average),2022,2022,3.7
SVN,Slovenia,32,TOTAL,Total,45 to 64,EXCESSPC,Excess deaths (% change from average),2020,2020,-22.5
SVN,Slovenia,32,TOTAL,Total,45 to 64,EXCESSPC,Excess deaths (% change from average),2021,2021,-38.4
LUX,Luxembourg,25,FEMALE,Females,0 to 44,EXCESSPC,Excess deaths (% change from average),2020,2020,100
LUX,Luxembourg,25,FEMALE,Females,0 to 44,EXCESSPC,Excess deaths (% change from average),2021,2021,-100
HUN,Hungary,28,TOTAL,Total,65 and over,EXCESSPC,Excess deaths (% change from average),2020,2020,-3.4
HUN,Hungary,28,TOTAL,Total,65 and over,EXCESSPC,Excess deaths (% change from average),2021,2021,11.6
DNK,Denmark,46,TOTAL,Total,45 to 64,EXCESSPC,Excess deaths (% change from average),2020,2020,-18.7
DNK,Denmark,46,TOTAL,Total,45 to 64,EXCESSPC,Excess deaths (% change from average),2021,2021,-9.4
USA,United States,51,TOTAL,Total,45 to 64,EXCESSPC,Excess deaths (% change from average),2020,2020,36.4
USA,United States,51,TOTAL,Total,45 to 64,EXCESSPC,Excess deaths (% change from average),2021,2021,32.7
ISL,Iceland,34,TOTAL,Total,65 and over,EXCESSPC,Excess deaths (% change from average),2020,2020,-28.6
ISL,Iceland,34,TOTAL,Total,65 and over,EXCESSPC,Excess deaths (% change from average),2021,2021,17.1
NOR,Norway,6,TOTAL,Total,45 to 64,EXCESSPC,Excess deaths (% change from average),2020,2020,-6
NOR,Norway,6,TOTAL,Total,45 to 64,EXCESSPC,Excess deaths (% change from average),2021,2021,-15
NOR,Norway,6,TOTAL,Total,45 to 64,EXCESSPC,Excess deaths (% change from average),2022,2022,-6
SVN,Slovenia,35,TOTAL,Total,0 to 44,EXCESSPC,Excess deaths (% change from average),2020,2020,-39.7
SVN,Slovenia,35,TOTAL,Total,0 to 44,EXCESSPC,Excess deaths (% change from average),2021,2021,-5.2
SVK,Slovak Republic,33,MALE,Males,45 to 64,EXCESSPC,Excess deaths (% change from average),2020,2020,-10.7
SVK,Slovak Republic,33,MALE,Males,45 to 64,EXCESSPC,Excess deaths (% change from average),2021,2021,1.8
GRC,Greece,48,FEMALE,Females,45 to 64,EXCESSPC,Excess deaths (% change from average),2020,2020,27.9
GRC,Greece,48,FEMALE,Females,45 to 64,EXCESSPC,Excess deaths (% change from average),2021,2021,48.8
LTU,Lithuania,39,TOTAL,Total,0 to 44,EXCESSPC,Excess deaths (% change from average),2020,2020,-53.3
LTU,Lithuania,39,TOTAL,Total,0 to 44,EXCESSPC,Excess deaths (% change from average),2021,2021,-14.8
POL,Poland,15,MALE,Males,Total,EXCESSPC,Excess deaths (% change from average),2020,2020,0.7
POL,Poland,15,MALE,Males,Total,EXCESSPC,Excess deaths (% change from average),2021,2021,70.4
POL,Poland,15,MALE,Males,Total,EXCESSPC,Excess deaths (% change from average),2022,2022,7.6
GRC,Greece,21,MALE,Males,Total,EXCESSPC,Excess deaths (% change from average),2020,2020,10.8
GRC,Greece,21,MALE,Males,Total,EXCESSPC,Excess deaths (% change from average),2021,2021,24.4
NZL,New Zealand,44,FEMALE,Females,Total,EXCESSPC,Excess deaths (% change from average),2020,2020,-15.9
NZL,New Zealand,44,FEMALE,Females,Total,EXCESSPC,Excess deaths (% change from average),2021,2021,-7.8
DNK,Denmark,7,FEMALE,Females,45 to 64,EXCESSPC,Excess deaths (% change from average),2020,2020,-14
DNK,Denmark,7,FEMALE,Females,45 to 64,EXCESSPC,Excess deaths (% change from average),2021,2021,-6.8
DNK,Denmark,7,FEMALE,Females,45 to 64,EXCESSPC,Excess deaths (% change from average),2022,2022,-10.4
GRC,Greece,25,FEMALE,Females,45 to 64,EXCESSPC,Excess deaths (% change from average),2020,2020,13.9
GRC,Greece,25,FEMALE,Females,45 to 64,EXCESSPC,Excess deaths (% change from average),2021,2021,28.3
GRC,Greece,19,FEMALE,Females,0 to 44,EXCESSPC,Excess deaths (% change from average),2020,2020,-20.5
GRC,Greece,19,FEMALE,Females,0 to 44,EXCESSPC,Excess deaths (% change from average),2021,2021,19.3
GRC,Greece,19,FEMALE,Females,0 to 44,EXCESSPC,Excess deaths (% change from average),2022,2022,13.6
CAN,Canada,13,TOTAL,Total,45 to 64,EXCESSPC,Excess deaths (% change from average),2020,2020,-8.7
CAN,Canada,13,TOTAL,Total,45 to 64,EXCESSPC,Excess deaths (% change from average),2021,2021,-0.4
FIN,Finland,13,TOTAL,Total,65 and over,EXCESSPC,Excess deaths (% change from average),2020,2020,6
FIN,Finland,13,TOTAL,Total,65 and over,EXCESSPC,Excess deaths (% change from average),2021,2021,-1.4
FIN,Finland,13,TOTAL,Total,65 and over,EXCESSPC,Excess deaths (% change from average),2022,2022,23.9
POL,Poland,33,TOTAL,Total,65 and over,EXCESSPC,Excess deaths (% change from average),2020,2020,21.6
POL,Poland,33,TOTAL,Total,65 and over,EXCESSPC,Excess deaths (% change from average),2021,2021,12.8
GRC,Greece,40,MALE,Males,45 to 64,EXCESSPC,Excess deaths (% change from average),2020,2020,-3.3
GRC,Greece,40,MALE,Males,45 to 64,EXCESSPC,Excess deaths (% change from average),2021,2021,13.4
AUS,Australia,35,TOTAL,Total,45 to 64,EXCESSPC,Excess deaths (% change from average),2020,2020,-13.9
AUS,Australia,35,TOTAL,Total,45 to 64,EXCESSPC,Excess deaths (% change from average),2021,2021,-10.3
CZE,Czech Republic,44,TOTAL,Total,Total,EXCESSPC,Excess deaths (% change from average),2020,2020,105.5
CZE,Czech Republic,44,TOTAL,Total,Total,EXCESSPC,Excess deaths (% change from average),2021,2021,30.9
BEL,Belgium,29,FEMALE,Females,65 and over,EXCESSPC,Excess deaths (% change from average),2020,2020,-1.7
BEL,Belgium,29,FEMALE,Females,65 and over,EXCESSPC,Excess deaths (% change from average),2021,2021,5.7
CZE,Czech Republic,21,TOTAL,Total,Total,EXCESSPC,Excess deaths (% change from average),2020,2020,-3.4
CZE,Czech Republic,21,TOTAL,Total,Total,EXCESSPC,Excess deaths (% change from average),2021,2021,-1.4
DNK,Denmark,51,FEMALE,Females,Total,EXCESSPC,Excess deaths (% change from average),2020,2020,25
DNK,Denmark,51,FEMALE,Females,Total,EXCESSPC,Excess deaths (% change from average),2021,2021,22
GRC,Greece,4,TOTAL,Total,0 to 44,EXCESSPC,Excess deaths (% change from average),2020,2020,-28.6
GRC,Greece,4,TOTAL,Total,0 to 44,EXCESSPC,Excess deaths (% change from average),2021,2021,-0.3
GRC,Greece,4,TOTAL,Total,0 to 44,EXCESSPC,Excess deaths (% change from average),2022,2022,-4.8
PRT,Portugal,11,MALE,Males,65 and over,EXCESSPC,Excess deaths (% change from average),2020,2020,3.8
PRT,Portugal,11,MALE,Males,65 and over,EXCESSPC,Excess deaths (% change from average),2021,2021,-7.2
PRT,Portugal,11,MALE,Males,65 and over,EXCESSPC,Excess deaths (% change from average),2022,2022,8
AUT,Austria,52,FEMALE,Females,Total,EXCESSPC,Excess deaths (% change from average),2020,2020,22.4
AUT,Austria,52,FEMALE,Females,Total,EXCESSPC,Excess deaths (% change from average),2021,2021,6.5
SVN,Slovenia,43,FEMALE,Females,Total,EXCESSPC,Excess deaths (% change from average),2020,2020,30.5
SVN,Slovenia,43,FEMALE,Females,Total,EXCESSPC,Excess deaths (% change from average),2021,2021,18.8
BEL,Belgium,42,FEMALE,Females,0 to 44,EXCESSPC,Excess deaths (% change from average),2020,2020,25
BEL,Belgium,42,FEMALE,Females,0 to 44,EXCESSPC,Excess deaths (% change from average),2021,2021,-27.1
PRT,Portugal,15,MALE,Males,0 to 44,EXCESSPC,Excess deaths (% change from average),2020,2020,14.9
PRT,Portugal,15,MALE,Males,0 to 44,EXCESSPC,Excess deaths (% change from average),2021,2021,-16.7
PRT,Portugal,15,MALE,Males,0 to 44,EXCESSPC,Excess deaths (% change from average),2022,2022,-28.2
ITA,Italy,24,FEMALE,Females,65 and over,EXCESSPC,Excess deaths (% change from average),2020,2020,-5.5
ITA,Italy,24,FEMALE,Females,65 and over,EXCESSPC,Excess deaths (% change from average),2021,2021,1.9
PRT,Portugal,35,FEMALE,Females,45 to 64,EXCESSPC,Excess deaths (% change from average),2020,2020,2.3
PRT,Portugal,35,FEMALE,Females,45 to 64,EXCESSPC,Excess deaths (% change from average),2021,2021,-5.4
AUT,Austria,44,TOTAL,Total,0 to 44,EXCESSPC,Excess deaths (% change from average),2020,2020,46.9
AUT,Austria,44,TOTAL,Total,0 to 44,EXCESSPC,Excess deaths (% change from average),2021,2021,24.3
LVA,Latvia,13,TOTAL,Total,65 and over,EXCESSPC,Excess deaths (% change from average),2020,2020,-5.6
LVA,Latvia,13,TOTAL,Total,65 and over,EXCESSPC,Excess deaths (% change from average),2021,2021,-2.6
LVA,Latvia,13,TOTAL,Total,65 and over,EXCESSPC,Excess deaths (% change from average),2022,2022,0
CHL,Chile,16,MALE,Males,0 to 44,EXCESSPC,Excess deaths (% change from average),2020,2020,-3
CHL,Chile,16,MALE,Males,0 to 44,EXCESSPC,Excess deaths (% change from average),2021,2021,9.8
CHL,Chile,16,MALE,Males,0 to 44,EXCESSPC,Excess deaths (% change from average),2022,2022,-0.4
CHL,Chile,20,FEMALE,Females,65 and over,EXCESSPC,Excess deaths (% change from average),2020,2020,24
CHL,Chile,20,FEMALE,Females,65 and over,EXCESSPC,Excess deaths (% change from average),2021,2021,43.3
CHL,Chile,20,FEMALE,Females,65 and over,EXCESSPC,Excess deaths (% change from average),2022,2022,28.2
CZE,Czech Republic,23,MALE,Males,65 and over,EXCESSPC,Excess deaths (% change from average),2020,2020,18.6
CZE,Czech Republic,23,MALE,Males,65 and over,EXCESSPC,Excess deaths (% change from average),2021,2021,4.7
GBR,United Kingdom,26,TOTAL,Total,Total,EXCESSPC,Excess deaths (% change from average),2020,2020,-3
GBR,United Kingdom,26,TOTAL,Total,Total,EXCESSPC,Excess deaths (% change from average),2021,2021,-4.1
SVN,Slovenia,37,FEMALE,Females,65 and over,EXCESSPC,Excess deaths (% change from average),2020,2020,13.9
SVN,Slovenia,37,FEMALE,Females,65 and over,EXCESSPC,Excess deaths (% change from average),2021,2021,17.1
ISL,Iceland,11,TOTAL,Total,65 and over,EXCESSPC,Excess deaths (% change from average),2020,2020,-11.9
ISL,Iceland,11,TOTAL,Total,65 and over,EXCESSPC,Excess deaths (% change from average),2021,2021,-9.3
ISL,Iceland,11,TOTAL,Total,65 and over,EXCESSPC,Excess deaths (% change from average),2022,2022,60.6
NOR,Norway,17,FEMALE,Females,Total,EXCESSPC,Excess deaths (% change from average),2020,2020,-4.6
NOR,Norway,17,FEMALE,Females,Total,EXCESSPC,Excess deaths (% change from average),2021,2021,2.8
NOR,Norway,17,FEMALE,Females,Total,EXCESSPC,Excess deaths (% change from average),2022,2022,4.8
ISR,Israel,34,TOTAL,Total,Total,EXCESSPC,Excess deaths (% change from average),2020,2020,17.7
ISR,Israel,34,TOTAL,Total,Total,EXCESSPC,Excess deaths (% change from average),2021,2021,34.8
LTU,Lithuania,41,FEMALE,Females,65 and over,EXCESSPC,Excess deaths (% change from average),2020,2020,12.3
LTU,Lithuania,41,FEMALE,Females,65 and over,EXCESSPC,Excess deaths (% change from average),2021,2021,56.6
CAN,Canada,18,FEMALE,Females,Total,EXCESSPC,Excess deaths (% change from average),2020,2020,33.3
CAN,Canada,18,FEMALE,Females,Total,EXCESSPC,Excess deaths (% change from average),2021,2021,5.7
FRA,France,7,MALE,Males,45 to 64,EXCESSPC,Excess deaths (% change from average),2020,2020,-10.1
FRA,France,7,MALE,Males,45 to 64,EXCESSPC,Excess deaths (% change from average),2021,2021,-5.2
FRA,France,7,MALE,Males,45 to 64,EXCESSPC,Excess deaths (% change from average),2022,2022,-6.7
CAN,Canada,8,MALE,Males,0 to 44,EXCESSPC,Excess deaths (% change from average),2020,2020,-9.6
CAN,Canada,8,MALE,Males,0 to 44,EXCESSPC,Excess deaths (% change from average),2021,2021,14.5
CAN,Canada,8,MALE,Males,0 to 44,EXCESSPC,Excess deaths (% change from average),2022,2022,14.5
NOR,Norway,7,MALE,Males,0 to 44,EXCESSPC,Excess deaths (% change from average),2020,2020,10.4
NOR,Norway,7,MALE,Males,0 to 44,EXCESSPC,Excess deaths (% change from average),2021,2021,-35.1
NOR,Norway,7,MALE,Males,0 to 44,EXCESSPC,Excess deaths (% change from average),2022,2022,-15.6
LUX,Luxembourg,10,TOTAL,Total,0 to 44,EXCESSPC,Excess deaths (% change from average),2020,2020,25
LUX,Luxembourg,10,TOTAL,Total,0 to 44,EXCESSPC,Excess deaths (% change from average),2021,2021,25
LUX,Luxembourg,10,TOTAL,Total,0 to 44,EXCESSPC,Excess deaths (% change from average),2022,2022,191.7
ITA,Italy,43,MALE,Males,0 to 44,EXCESSPC,Excess deaths (% change from average),2020,2020,-5.6
ITA,Italy,43,MALE,Males,0 to 44,EXCESSPC,Excess deaths (% change from average),2021,2021,-3.5
AUT,Austria,41,TOTAL,Total,45 to 64,EXCESSPC,Excess deaths (% change from average),2020,2020,13
AUT,Austria,41,TOTAL,Total,45 to 64,EXCESSPC,Excess deaths (% change from average),2021,2021,6.1
