COUNTRY,Country,WEEK,GENDER,Gender,Age,VARIABLE,Variable,YEAR,Year,Value
NLD,Netherlands,33,FEMALE,Females,65 and over,EXCESSNB,Excess deaths (number),2021,2021,171.4
CZE,Czech Republic,7,TOTAL,Total,0 to 44,EXCESSNB,Excess deaths (number),2020,2020,-6.6
CZE,Czech Republic,7,TOTAL,Total,0 to 44,EXCESSNB,Excess deaths (number),2021,2021,19.4
CZE,Czech Republic,7,TOTAL,Total,0 to 44,EXCESSNB,Excess deaths (number),2022,2022,-17.6
CHL,Chile,10,MALE,Males,Total,EXCESSNB,Excess deaths (number),2020,2020,6.5
CHL,Chile,10,MALE,Males,Total,EXCESSNB,Excess deaths (number),2021,2021,465.5
CHL,Chile,10,MALE,Males,Total,EXCESSNB,Excess deaths (number),2022,2022,546.5
POL,Poland,7,MALE,Males,65 and over,EXCESSNB,Excess deaths (number),2020,2020,144.4
POL,Poland,7,MALE,Males,65 and over,EXCESSNB,Excess deaths (number),2021,2021,709.4
POL,Poland,7,MALE,Males,65 and over,EXCESSNB,Excess deaths (number),2022,2022,843.4
NLD,Netherlands,48,MALE,Males,Total,EXCESSNB,Excess deaths (number),2020,2020,304
NLD,Netherlands,48,MALE,Males,Total,EXCESSNB,Excess deaths (number),2021,2021,788
USA,United States,42,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2020,2020,8273.6
USA,United States,42,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2021,2021,14698.6
AUT,Austria,33,MALE,Males,65 and over,EXCESSNB,Excess deaths (number),2020,2020,79
AUT,Austria,33,MALE,Males,65 and over,EXCESSNB,Excess deaths (number),2021,2021,61
LVA,Latvia,18,MALE,Males,65 and over,EXCESSNB,Excess deaths (number),2020,2020,12.8
LVA,Latvia,18,MALE,Males,65 and over,EXCESSNB,Excess deaths (number),2021,2021,41.8
LVA,Latvia,18,MALE,Males,65 and over,EXCESSNB,Excess deaths (number),2022,2022,-8.2
NOR,Norway,1,MALE,Males,65 and over,EXCESSNB,Excess deaths (number),2020,2020,2.6
NOR,Norway,1,MALE,Males,65 and over,EXCESSNB,Excess deaths (number),2021,2021,-5.4
NOR,Norway,1,MALE,Males,65 and over,EXCESSNB,Excess deaths (number),2022,2022,36.6
DNK,Denmark,43,FEMALE,Females,65 and over,EXCESSNB,Excess deaths (number),2020,2020,21.6
DNK,Denmark,43,FEMALE,Females,65 and over,EXCESSNB,Excess deaths (number),2021,2021,62.6
FRA,France,13,TOTAL,Total,65 and over,EXCESSNB,Excess deaths (number),2020,2020,4199.6
FRA,France,13,TOTAL,Total,65 and over,EXCESSNB,Excess deaths (number),2021,2021,1574.6
FRA,France,13,TOTAL,Total,65 and over,EXCESSNB,Excess deaths (number),2022,2022,1241.6
SVN,Slovenia,35,FEMALE,Females,65 and over,EXCESSNB,Excess deaths (number),2020,2020,-8.8
SVN,Slovenia,35,FEMALE,Females,65 and over,EXCESSNB,Excess deaths (number),2021,2021,27.2
NOR,Norway,9,FEMALE,Females,65 and over,EXCESSNB,Excess deaths (number),2020,2020,-23
NOR,Norway,9,FEMALE,Females,65 and over,EXCESSNB,Excess deaths (number),2021,2021,-76
NOR,Norway,9,FEMALE,Females,65 and over,EXCESSNB,Excess deaths (number),2022,2022,61
ISL,Iceland,44,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2020,2020,14.6
ISL,Iceland,44,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2021,2021,8.6
CHL,Chile,49,MALE,Males,45 to 64,EXCESSNB,Excess deaths (number),2020,2020,38.5
CHL,Chile,49,MALE,Males,45 to 64,EXCESSNB,Excess deaths (number),2021,2021,62.5
ITA,Italy,31,MALE,Males,65 and over,EXCESSNB,Excess deaths (number),2020,2020,403.6
ITA,Italy,31,MALE,Males,65 and over,EXCESSNB,Excess deaths (number),2021,2021,359.6
BEL,Belgium,31,TOTAL,Total,45 to 64,EXCESSNB,Excess deaths (number),2020,2020,-4.6
BEL,Belgium,31,TOTAL,Total,45 to 64,EXCESSNB,Excess deaths (number),2021,2021,-29.6
BEL,Belgium,15,TOTAL,Total,65 and over,EXCESSNB,Excess deaths (number),2020,2020,2114.6
BEL,Belgium,15,TOTAL,Total,65 and over,EXCESSNB,Excess deaths (number),2021,2021,90.6
BEL,Belgium,15,TOTAL,Total,65 and over,EXCESSNB,Excess deaths (number),2022,2022,365.6
NZL,New Zealand,30,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2020,2020,-41.8
NZL,New Zealand,30,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2021,2021,29.2
LTU,Lithuania,27,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2020,2020,-7.6
LTU,Lithuania,27,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2021,2021,128.4
FRA,France,21,MALE,Males,0 to 44,EXCESSNB,Excess deaths (number),2020,2020,-9.8
FRA,France,21,MALE,Males,0 to 44,EXCESSNB,Excess deaths (number),2021,2021,-25.8
FRA,France,28,FEMALE,Females,Total,EXCESSNB,Excess deaths (number),2020,2020,134
FRA,France,28,FEMALE,Females,Total,EXCESSNB,Excess deaths (number),2021,2021,15
NZL,New Zealand,7,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2020,2020,65.2
NZL,New Zealand,7,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2021,2021,94.2
NZL,New Zealand,7,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2022,2022,127.2
ESP,Spain,5,FEMALE,Females,0 to 44,EXCESSNB,Excess deaths (number),2020,2020,3.4
ESP,Spain,5,FEMALE,Females,0 to 44,EXCESSNB,Excess deaths (number),2021,2021,-73.6
ESP,Spain,5,FEMALE,Females,0 to 44,EXCESSNB,Excess deaths (number),2022,2022,2.4
LTU,Lithuania,44,MALE,Males,45 to 64,EXCESSNB,Excess deaths (number),2020,2020,13.4
LTU,Lithuania,44,MALE,Males,45 to 64,EXCESSNB,Excess deaths (number),2021,2021,11.4
AUT,Austria,34,FEMALE,Females,45 to 64,EXCESSNB,Excess deaths (number),2020,2020,3
AUT,Austria,34,FEMALE,Females,45 to 64,EXCESSNB,Excess deaths (number),2021,2021,-1
LTU,Lithuania,4,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2020,2020,-125.2
LTU,Lithuania,4,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2021,2021,177.8
LTU,Lithuania,4,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2022,2022,5.8
HUN,Hungary,47,FEMALE,Females,Total,EXCESSNB,Excess deaths (number),2020,2020,694.4
HUN,Hungary,47,FEMALE,Females,Total,EXCESSNB,Excess deaths (number),2021,2021,763.4
FIN,Finland,41,MALE,Males,65 and over,EXCESSNB,Excess deaths (number),2020,2020,-27
FIN,Finland,41,MALE,Males,65 and over,EXCESSNB,Excess deaths (number),2021,2021,97
CHE,Switzerland,11,MALE,Males,Total,EXCESSNB,Excess deaths (number),2020,2020,5.8
CHE,Switzerland,11,MALE,Males,Total,EXCESSNB,Excess deaths (number),2021,2021,-75.2
CHE,Switzerland,11,MALE,Males,Total,EXCESSNB,Excess deaths (number),2022,2022,111.8
PRT,Portugal,25,MALE,Males,45 to 64,EXCESSNB,Excess deaths (number),2020,2020,11.6
PRT,Portugal,25,MALE,Males,45 to 64,EXCESSNB,Excess deaths (number),2021,2021,15.6
SWE,Sweden,4,FEMALE,Females,65 and over,EXCESSNB,Excess deaths (number),2020,2020,-136.2
SWE,Sweden,4,FEMALE,Females,65 and over,EXCESSNB,Excess deaths (number),2021,2021,64.8
SWE,Sweden,4,FEMALE,Females,65 and over,EXCESSNB,Excess deaths (number),2022,2022,87.8
FRA,France,43,MALE,Males,Total,EXCESSNB,Excess deaths (number),2020,2020,1511.2
FRA,France,43,MALE,Males,Total,EXCESSNB,Excess deaths (number),2021,2021,552.2
ITA,Italy,16,FEMALE,Females,65 and over,EXCESSNB,Excess deaths (number),2020,2020,2769
ITA,Italy,16,FEMALE,Females,65 and over,EXCESSNB,Excess deaths (number),2021,2021,908
ITA,Italy,16,FEMALE,Females,65 and over,EXCESSNB,Excess deaths (number),2022,2022,354
POL,Poland,20,MALE,Males,45 to 64,EXCESSNB,Excess deaths (number),2020,2020,-53
POL,Poland,20,MALE,Males,45 to 64,EXCESSNB,Excess deaths (number),2021,2021,8
POL,Poland,20,MALE,Males,45 to 64,EXCESSNB,Excess deaths (number),2022,2022,-105
CAN,Canada,14,TOTAL,Total,45 to 64,EXCESSNB,Excess deaths (number),2020,2020,99
CAN,Canada,14,TOTAL,Total,45 to 64,EXCESSNB,Excess deaths (number),2021,2021,64
LVA,Latvia,19,FEMALE,Females,45 to 64,EXCESSNB,Excess deaths (number),2020,2020,-3.2
LVA,Latvia,19,FEMALE,Females,45 to 64,EXCESSNB,Excess deaths (number),2021,2021,7.8
LVA,Latvia,19,FEMALE,Females,45 to 64,EXCESSNB,Excess deaths (number),2022,2022,-8.2
GRC,Greece,32,MALE,Males,45 to 64,EXCESSNB,Excess deaths (number),2020,2020,-10.6
GRC,Greece,32,MALE,Males,45 to 64,EXCESSNB,Excess deaths (number),2021,2021,34.4
CHL,Chile,42,TOTAL,Total,45 to 64,EXCESSNB,Excess deaths (number),2020,2020,104.8
CHL,Chile,42,TOTAL,Total,45 to 64,EXCESSNB,Excess deaths (number),2021,2021,29.8
DNK,Denmark,43,FEMALE,Females,Total,EXCESSNB,Excess deaths (number),2020,2020,29.4
DNK,Denmark,43,FEMALE,Females,Total,EXCESSNB,Excess deaths (number),2021,2021,72.4
NOR,Norway,1,MALE,Males,Total,EXCESSNB,Excess deaths (number),2020,2020,8.6
NOR,Norway,1,MALE,Males,Total,EXCESSNB,Excess deaths (number),2021,2021,-17.4
NOR,Norway,1,MALE,Males,Total,EXCESSNB,Excess deaths (number),2022,2022,49.6
ITA,Italy,46,TOTAL,Total,45 to 64,EXCESSNB,Excess deaths (number),2020,2020,386
ITA,Italy,46,TOTAL,Total,45 to 64,EXCESSNB,Excess deaths (number),2021,2021,15
CZE,Czech Republic,37,FEMALE,Females,Total,EXCESSNB,Excess deaths (number),2020,2020,56.8
CZE,Czech Republic,37,FEMALE,Females,Total,EXCESSNB,Excess deaths (number),2021,2021,70.8
LTU,Lithuania,6,MALE,Males,0 to 44,EXCESSNB,Excess deaths (number),2020,2020,-1.8
LTU,Lithuania,6,MALE,Males,0 to 44,EXCESSNB,Excess deaths (number),2021,2021,6.2
LTU,Lithuania,6,MALE,Males,0 to 44,EXCESSNB,Excess deaths (number),2022,2022,0.2
DNK,Denmark,34,TOTAL,Total,65 and over,EXCESSNB,Excess deaths (number),2020,2020,39.6
DNK,Denmark,34,TOTAL,Total,65 and over,EXCESSNB,Excess deaths (number),2021,2021,113.6
ISL,Iceland,43,MALE,Males,0 to 44,EXCESSNB,Excess deaths (number),2020,2020,-0.8
ISL,Iceland,43,MALE,Males,0 to 44,EXCESSNB,Excess deaths (number),2021,2021,-1.8
BEL,Belgium,1,FEMALE,Females,Total,EXCESSNB,Excess deaths (number),2020,2020,-87.2
BEL,Belgium,1,FEMALE,Females,Total,EXCESSNB,Excess deaths (number),2021,2021,-20.2
BEL,Belgium,1,FEMALE,Females,Total,EXCESSNB,Excess deaths (number),2022,2022,-21.2
SVN,Slovenia,50,MALE,Males,65 and over,EXCESSNB,Excess deaths (number),2020,2020,178
SVN,Slovenia,50,MALE,Males,65 and over,EXCESSNB,Excess deaths (number),2021,2021,62
USA,United States,36,TOTAL,Total,65 and over,EXCESSNB,Excess deaths (number),2020,2020,7116.8
USA,United States,36,TOTAL,Total,65 and over,EXCESSNB,Excess deaths (number),2021,2021,14101.8
ITA,Italy,8,MALE,Males,65 and over,EXCESSNB,Excess deaths (number),2020,2020,-322.2
ITA,Italy,8,MALE,Males,65 and over,EXCESSNB,Excess deaths (number),2021,2021,468.8
ITA,Italy,8,MALE,Males,65 and over,EXCESSNB,Excess deaths (number),2022,2022,61.8
NOR,Norway,25,FEMALE,Females,45 to 64,EXCESSNB,Excess deaths (number),2020,2020,5.2
NOR,Norway,25,FEMALE,Females,45 to 64,EXCESSNB,Excess deaths (number),2021,2021,3.2
AUT,Austria,18,FEMALE,Females,Total,EXCESSNB,Excess deaths (number),2020,2020,2.4
AUT,Austria,18,FEMALE,Females,Total,EXCESSNB,Excess deaths (number),2021,2021,65.4
AUT,Austria,18,FEMALE,Females,Total,EXCESSNB,Excess deaths (number),2022,2022,70.4
ISL,Iceland,45,MALE,Males,Total,EXCESSNB,Excess deaths (number),2020,2020,10.6
ISL,Iceland,45,MALE,Males,Total,EXCESSNB,Excess deaths (number),2021,2021,8.6
PRT,Portugal,9,MALE,Males,Total,EXCESSNB,Excess deaths (number),2020,2020,-73.4
PRT,Portugal,9,MALE,Males,Total,EXCESSNB,Excess deaths (number),2021,2021,-20.4
PRT,Portugal,9,MALE,Males,Total,EXCESSNB,Excess deaths (number),2022,2022,-21.4
FRA,France,19,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2020,2020,423
FRA,France,19,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2021,2021,912
FRA,France,19,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2022,2022,821
SVK,Slovak Republic,7,TOTAL,Total,0 to 44,EXCESSNB,Excess deaths (number),2020,2020,1.2
SVK,Slovak Republic,7,TOTAL,Total,0 to 44,EXCESSNB,Excess deaths (number),2021,2021,6.2
SVK,Slovak Republic,7,TOTAL,Total,0 to 44,EXCESSNB,Excess deaths (number),2022,2022,-7.8
SWE,Sweden,28,MALE,Males,Total,EXCESSNB,Excess deaths (number),2020,2020,12.2
SWE,Sweden,28,MALE,Males,Total,EXCESSNB,Excess deaths (number),2021,2021,-22.8
LUX,Luxembourg,15,MALE,Males,45 to 64,EXCESSNB,Excess deaths (number),2020,2020,3
LUX,Luxembourg,15,MALE,Males,45 to 64,EXCESSNB,Excess deaths (number),2021,2021,-3
LUX,Luxembourg,15,MALE,Males,45 to 64,EXCESSNB,Excess deaths (number),2022,2022,-1
ITA,Italy,10,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2020,2020,1106.6
ITA,Italy,10,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2021,2021,1659.6
ITA,Italy,10,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2022,2022,272.6
NLD,Netherlands,24,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2020,2020,59.6
NLD,Netherlands,24,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2021,2021,241.6
NZL,New Zealand,37,MALE,Males,Total,EXCESSNB,Excess deaths (number),2020,2020,-15
NZL,New Zealand,37,MALE,Males,Total,EXCESSNB,Excess deaths (number),2021,2021,15
NLD,Netherlands,47,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2020,2020,432.4
NLD,Netherlands,47,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2021,2021,1287.4
AUT,Austria,32,TOTAL,Total,65 and over,EXCESSNB,Excess deaths (number),2020,2020,6
AUT,Austria,32,TOTAL,Total,65 and over,EXCESSNB,Excess deaths (number),2021,2021,194
CHL,Chile,19,TOTAL,Total,45 to 64,EXCESSNB,Excess deaths (number),2020,2020,61.3
CHL,Chile,19,TOTAL,Total,45 to 64,EXCESSNB,Excess deaths (number),2021,2021,182.3
CHL,Chile,19,TOTAL,Total,45 to 64,EXCESSNB,Excess deaths (number),2022,2022,103.3
LTU,Lithuania,43,TOTAL,Total,45 to 64,EXCESSNB,Excess deaths (number),2020,2020,13.8
LTU,Lithuania,43,TOTAL,Total,45 to 64,EXCESSNB,Excess deaths (number),2021,2021,46.8
SVK,Slovak Republic,45,TOTAL,Total,65 and over,EXCESSNB,Excess deaths (number),2020,2020,413.8
SVK,Slovak Republic,45,TOTAL,Total,65 and over,EXCESSNB,Excess deaths (number),2021,2021,535.8
BEL,Belgium,40,FEMALE,Females,45 to 64,EXCESSNB,Excess deaths (number),2020,2020,-12.8
BEL,Belgium,40,FEMALE,Females,45 to 64,EXCESSNB,Excess deaths (number),2021,2021,24.2
AUT,Austria,9,TOTAL,Total,65 and over,EXCESSNB,Excess deaths (number),2020,2020,-44.8
AUT,Austria,9,TOTAL,Total,65 and over,EXCESSNB,Excess deaths (number),2021,2021,-223.8
AUT,Austria,9,TOTAL,Total,65 and over,EXCESSNB,Excess deaths (number),2022,2022,130.2
SVK,Slovak Republic,22,FEMALE,Females,0 to 44,EXCESSNB,Excess deaths (number),2020,2020,1
SVK,Slovak Republic,22,FEMALE,Females,0 to 44,EXCESSNB,Excess deaths (number),2021,2021,5
DNK,Denmark,20,FEMALE,Females,Total,EXCESSNB,Excess deaths (number),2020,2020,-34.2
DNK,Denmark,20,FEMALE,Females,Total,EXCESSNB,Excess deaths (number),2021,2021,20.8
DNK,Denmark,20,FEMALE,Females,Total,EXCESSNB,Excess deaths (number),2022,2022,17.8
FIN,Finland,17,TOTAL,Total,65 and over,EXCESSNB,Excess deaths (number),2020,2020,146.6
FIN,Finland,17,TOTAL,Total,65 and over,EXCESSNB,Excess deaths (number),2021,2021,17.6
FIN,Finland,17,TOTAL,Total,65 and over,EXCESSNB,Excess deaths (number),2022,2022,179.6
CHL,Chile,3,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2020,2020,163.8
CHL,Chile,3,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2021,2021,807.8
CHL,Chile,3,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2022,2022,523.8
GRC,Greece,9,MALE,Males,45 to 64,EXCESSNB,Excess deaths (number),2020,2020,-16.4
GRC,Greece,9,MALE,Males,45 to 64,EXCESSNB,Excess deaths (number),2021,2021,12.6
GRC,Greece,9,MALE,Males,45 to 64,EXCESSNB,Excess deaths (number),2022,2022,-7.4
CAN,Canada,5,MALE,Males,65 and over,EXCESSNB,Excess deaths (number),2020,2020,84
CAN,Canada,5,MALE,Males,65 and over,EXCESSNB,Excess deaths (number),2021,2021,299
CAN,Canada,5,MALE,Males,65 and over,EXCESSNB,Excess deaths (number),2022,2022,594
SVN,Slovenia,12,FEMALE,Females,Total,EXCESSNB,Excess deaths (number),2020,2020,21.8
SVN,Slovenia,12,FEMALE,Females,Total,EXCESSNB,Excess deaths (number),2021,2021,-9.2
SVN,Slovenia,12,FEMALE,Females,Total,EXCESSNB,Excess deaths (number),2022,2022,16.8
ITA,Italy,49,TOTAL,Total,0 to 44,EXCESSNB,Excess deaths (number),2020,2020,-10.4
ITA,Italy,49,TOTAL,Total,0 to 44,EXCESSNB,Excess deaths (number),2021,2021,-19.4
HUN,Hungary,15,MALE,Males,45 to 64,EXCESSNB,Excess deaths (number),2020,2020,-3.2
HUN,Hungary,15,MALE,Males,45 to 64,EXCESSNB,Excess deaths (number),2021,2021,118.8
HUN,Hungary,15,MALE,Males,45 to 64,EXCESSNB,Excess deaths (number),2022,2022,-60.2
NOR,Norway,37,MALE,Males,45 to 64,EXCESSNB,Excess deaths (number),2020,2020,2
NOR,Norway,37,MALE,Males,45 to 64,EXCESSNB,Excess deaths (number),2021,2021,1
ISL,Iceland,20,MALE,Males,0 to 44,EXCESSNB,Excess deaths (number),2020,2020,2.4
ISL,Iceland,20,MALE,Males,0 to 44,EXCESSNB,Excess deaths (number),2021,2021,-0.6
ISL,Iceland,20,MALE,Males,0 to 44,EXCESSNB,Excess deaths (number),2022,2022,2.4
SVN,Slovenia,51,FEMALE,Females,45 to 64,EXCESSNB,Excess deaths (number),2020,2020,-2.2
SVN,Slovenia,51,FEMALE,Females,45 to 64,EXCESSNB,Excess deaths (number),2021,2021,-7.2
LVA,Latvia,42,FEMALE,Females,45 to 64,EXCESSNB,Excess deaths (number),2020,2020,-0.6
LVA,Latvia,42,FEMALE,Females,45 to 64,EXCESSNB,Excess deaths (number),2021,2021,38.4
EST,Estonia,12,MALE,Males,45 to 64,EXCESSNB,Excess deaths (number),2020,2020,5
EST,Estonia,12,MALE,Males,45 to 64,EXCESSNB,Excess deaths (number),2021,2021,9
EST,Estonia,12,MALE,Males,45 to 64,EXCESSNB,Excess deaths (number),2022,2022,5
GRC,Greece,17,FEMALE,Females,45 to 64,EXCESSNB,Excess deaths (number),2020,2020,-9
GRC,Greece,17,FEMALE,Females,45 to 64,EXCESSNB,Excess deaths (number),2021,2021,35
GRC,Greece,17,FEMALE,Females,45 to 64,EXCESSNB,Excess deaths (number),2022,2022,9
CHL,Chile,31,FEMALE,Females,45 to 64,EXCESSNB,Excess deaths (number),2020,2020,19.3
CHL,Chile,31,FEMALE,Females,45 to 64,EXCESSNB,Excess deaths (number),2021,2021,32.3
HUN,Hungary,37,MALE,Males,0 to 44,EXCESSNB,Excess deaths (number),2020,2020,-0.2
HUN,Hungary,37,MALE,Males,0 to 44,EXCESSNB,Excess deaths (number),2021,2021,-5.2
LVA,Latvia,17,TOTAL,Total,65 and over,EXCESSNB,Excess deaths (number),2020,2020,14.6
LVA,Latvia,17,TOTAL,Total,65 and over,EXCESSNB,Excess deaths (number),2021,2021,66.6
LVA,Latvia,17,TOTAL,Total,65 and over,EXCESSNB,Excess deaths (number),2022,2022,23.6
HUN,Hungary,44,FEMALE,Females,Total,EXCESSNB,Excess deaths (number),2020,2020,371.2
HUN,Hungary,44,FEMALE,Females,Total,EXCESSNB,Excess deaths (number),2021,2021,444.2
USA,United States,36,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2020,2020,9841.8
USA,United States,36,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2021,2021,23340.8
SWE,Sweden,7,FEMALE,Females,65 and over,EXCESSNB,Excess deaths (number),2020,2020,-80
SWE,Sweden,7,FEMALE,Females,65 and over,EXCESSNB,Excess deaths (number),2021,2021,-69
SWE,Sweden,7,FEMALE,Females,65 and over,EXCESSNB,Excess deaths (number),2022,2022,-21
POL,Poland,25,TOTAL,Total,0 to 44,EXCESSNB,Excess deaths (number),2020,2020,-36.2
POL,Poland,25,TOTAL,Total,0 to 44,EXCESSNB,Excess deaths (number),2021,2021,52.8
POL,Poland,23,MALE,Males,45 to 64,EXCESSNB,Excess deaths (number),2020,2020,-55.2
POL,Poland,23,MALE,Males,45 to 64,EXCESSNB,Excess deaths (number),2021,2021,-84.2
CAN,Canada,38,MALE,Males,45 to 64,EXCESSNB,Excess deaths (number),2020,2020,-1
CAN,Canada,38,MALE,Males,45 to 64,EXCESSNB,Excess deaths (number),2021,2021,39
PRT,Portugal,7,FEMALE,Females,45 to 64,EXCESSNB,Excess deaths (number),2020,2020,-13.6
PRT,Portugal,7,FEMALE,Females,45 to 64,EXCESSNB,Excess deaths (number),2021,2021,13.4
PRT,Portugal,7,FEMALE,Females,45 to 64,EXCESSNB,Excess deaths (number),2022,2022,1.4
BEL,Belgium,18,TOTAL,Total,65 and over,EXCESSNB,Excess deaths (number),2020,2020,436.2
BEL,Belgium,18,TOTAL,Total,65 and over,EXCESSNB,Excess deaths (number),2021,2021,186.2
BEL,Belgium,18,TOTAL,Total,65 and over,EXCESSNB,Excess deaths (number),2022,2022,218.2
FIN,Finland,3,FEMALE,Females,Total,EXCESSNB,Excess deaths (number),2020,2020,-85
FIN,Finland,3,FEMALE,Females,Total,EXCESSNB,Excess deaths (number),2021,2021,-7
FIN,Finland,3,FEMALE,Females,Total,EXCESSNB,Excess deaths (number),2022,2022,94
NZL,New Zealand,33,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2020,2020,-94.6
NZL,New Zealand,33,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2021,2021,58.4
FRA,France,22,FEMALE,Females,65 and over,EXCESSNB,Excess deaths (number),2020,2020,119
FRA,France,22,FEMALE,Females,65 and over,EXCESSNB,Excess deaths (number),2021,2021,240
FIN,Finland,19,MALE,Males,0 to 44,EXCESSNB,Excess deaths (number),2020,2020,-2.4
FIN,Finland,19,MALE,Males,0 to 44,EXCESSNB,Excess deaths (number),2021,2021,0.6
FIN,Finland,19,MALE,Males,0 to 44,EXCESSNB,Excess deaths (number),2022,2022,-1.4
POL,Poland,48,TOTAL,Total,0 to 44,EXCESSNB,Excess deaths (number),2020,2020,104.4
POL,Poland,48,TOTAL,Total,0 to 44,EXCESSNB,Excess deaths (number),2021,2021,135.4
PRT,Portugal,22,MALE,Males,45 to 64,EXCESSNB,Excess deaths (number),2020,2020,43.2
PRT,Portugal,22,MALE,Males,45 to 64,EXCESSNB,Excess deaths (number),2021,2021,16.2
CHE,Switzerland,20,TOTAL,Total,45 to 64,EXCESSNB,Excess deaths (number),2020,2020,7
CHE,Switzerland,20,TOTAL,Total,45 to 64,EXCESSNB,Excess deaths (number),2021,2021,1
CHE,Switzerland,20,TOTAL,Total,45 to 64,EXCESSNB,Excess deaths (number),2022,2022,-18
CHE,Switzerland,8,MALE,Males,Total,EXCESSNB,Excess deaths (number),2020,2020,-48
CHE,Switzerland,8,MALE,Males,Total,EXCESSNB,Excess deaths (number),2021,2021,-70
CHE,Switzerland,8,MALE,Males,Total,EXCESSNB,Excess deaths (number),2022,2022,14
FRA,France,18,MALE,Males,0 to 44,EXCESSNB,Excess deaths (number),2020,2020,-41.8
FRA,France,18,MALE,Males,0 to 44,EXCESSNB,Excess deaths (number),2021,2021,15.2
FRA,France,18,MALE,Males,0 to 44,EXCESSNB,Excess deaths (number),2022,2022,24.2
ESP,Spain,8,FEMALE,Females,0 to 44,EXCESSNB,Excess deaths (number),2020,2020,-14.8
ESP,Spain,8,FEMALE,Females,0 to 44,EXCESSNB,Excess deaths (number),2021,2021,-76.8
ESP,Spain,8,FEMALE,Females,0 to 44,EXCESSNB,Excess deaths (number),2022,2022,-18.8
FIN,Finland,23,FEMALE,Females,65 and over,EXCESSNB,Excess deaths (number),2020,2020,0.8
FIN,Finland,23,FEMALE,Females,65 and over,EXCESSNB,Excess deaths (number),2021,2021,-1.2
EST,Estonia,8,TOTAL,Total,45 to 64,EXCESSNB,Excess deaths (number),2020,2020,-0.8
EST,Estonia,8,TOTAL,Total,45 to 64,EXCESSNB,Excess deaths (number),2021,2021,-2.8
EST,Estonia,8,TOTAL,Total,45 to 64,EXCESSNB,Excess deaths (number),2022,2022,3.2
SVK,Slovak Republic,10,TOTAL,Total,0 to 44,EXCESSNB,Excess deaths (number),2020,2020,-0.8
